,Image Name,Image Date and Time,Elapsed Time,Stage Label,Wavelength,Z Position,Cell: ObjectID,Cell: DAPI_Area_Average,Cell: DAPI_Integrated_Intensity,Cell: DAPI_Average_Intensity,Cell: FITC_Integrated_Intensity,Cell: FITC_Average_Intensity,Cell: TRITC_Integrated_Intensity,Cell: TRITC_Average_Intensity,Cell: CY5_Integrated_Intensity,Cell: CY5_Average_Intensity,Cell: Features Count_Sum,Cell: Nuc_Area_Sum,Cell: NucFITC_Integrated_Intensity_Sum,Cell: NucFITC_Average_Intensity_Sum
797,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,56.0,215.29293750000002,564944.0,272.919806763285,254750.0,123.06763285024155,252711.0,122.08260869565217,250556.0,121.0415458937198,0.0,65535.0,65535.0,65535.0
798,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,57.0,317.84310000000005,972555.0,318.2444371727749,374622.0,122.58573298429319,367438.0,120.23494764397905,355705.0,116.39561518324608,0.0,65535.0,65535.0,65535.0
799,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,58.0,326.47561875,998502.0,318.09557183816503,385805.0,122.90697674418605,379989.0,121.05415737496018,366880.0,116.87798661994266,0.0,65535.0,65535.0,65535.0
800,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,59.0,210.924675,570044.0,281.08678500986196,245547.0,121.07840236686391,243613.0,120.12475345167653,256447.0,126.45315581854044,0.0,65535.0,65535.0,65535.0
801,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,60.0,282.89700000000005,909611.0,334.4158088235294,335682.0,123.4125,336176.0,123.59411764705882,341415.0,125.52022058823529,0.0,65535.0,65535.0,65535.0
802,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,61.0,284.977125,898736.0,328.0058394160584,337780.0,123.27737226277372,329663.0,120.31496350364964,319584.0,116.63649635036496,0.0,65535.0,65535.0,65535.0
803,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,62.0,316.49101875,985726.0,323.9323036477161,378306.0,124.32007886953664,367272.0,120.69405192244496,354986.0,116.65658889254026,0.0,65535.0,65535.0,65535.0
804,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,63.0,330.42785625,1031114.0,324.55587031791,394763.0,124.25653131885427,385920.0,121.47308781869688,389590.0,122.62826565942713,0.0,65535.0,65535.0,65535.0
805,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,64.0,214.25287500000002,554221.0,269.0393203883495,253119.0,122.87330097087379,250478.0,121.59126213592234,240080.0,116.54368932038835,0.0,65535.0,65535.0,65535.0
806,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,65.0,307.02645,968938.0,328.2310298102981,361803.0,122.5619918699187,356712.0,120.83739837398375,343595.0,116.3939701897019,0.0,65535.0,65535.0,65535.0
807,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,66.0,270.41625,889650.0,342.1730769230769,320245.0,123.17115384615384,310981.0,119.60807692307692,300788.0,115.6876923076923,0.0,65535.0,65535.0,65535.0
808,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,67.0,236.19819375000003,779507.0,343.2439453985029,282678.0,124.47291941875825,283235.0,124.71818582122413,289666.0,127.54997798326728,0.0,65535.0,65535.0,65535.0
809,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,68.0,263.34382500000004,887772.0,350.62085308056874,314843.0,124.3455766192733,305027.0,120.46879936808847,293579.0,115.94747235387045,0.0,65535.0,65535.0,65535.0
810,DAPI-FIXED,16:10:12.436000,00:00:00,D04 : Site 13,440.0,12348.34,69.0,259.70360625,821295.0,328.91269523428116,308445.0,123.52623147777332,307231.0,123.0400480576692,306826.0,122.87785342410893,0.0,65535.0,65535.0,65535.0
811,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,1.0,314.098875,966030.0,319.8774834437086,365481.0,121.02019867549669,364252.0,120.61324503311258,363423.0,120.3387417218543,0.0,65535.0,65535.0,65535.0
812,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,2.0,242.85459375000002,606373.0,259.6886509635974,286144.0,122.54561027837259,283932.0,121.5982869379015,285955.0,122.46466809421841,0.0,65535.0,65535.0,65535.0
813,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,3.0,238.27831874999998,603055.0,263.2278481012658,278385.0,121.51243998254037,275042.0,120.05325185508512,278438.0,121.53557398515932,0.0,65535.0,65535.0,65535.0
814,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,4.0,274.160475,617934.0,234.42109256449166,319787.0,121.31525037936267,315153.0,119.5572837632777,310531.0,117.80386949924127,0.0,65535.0,65535.0,65535.0
815,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,5.0,298.39393125000004,957450.0,333.7225514116417,350222.0,122.07110491460439,347327.0,121.06204252352737,405885.0,141.47263855001742,0.0,65535.0,65535.0,65535.0
816,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,6.0,381.18290625000003,1062801.0,289.98663028649383,443223.0,120.93396998635744,438984.0,119.77735334242837,429621.0,117.22264665757163,0.0,65535.0,65535.0,65535.0
817,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,7.0,317.11505625,963250.0,315.92325352574613,372186.0,122.06821908822565,370533.0,121.52607412266318,423879.0,139.0223023942276,0.0,65535.0,65535.0,65535.0
818,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,8.0,250.96708125,604296.0,250.4334852880232,294846.0,122.19063406547866,293572.0,121.66266058847907,284968.0,118.09697472026522,0.0,65535.0,65535.0,65535.0
819,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,9.0,255.855375,700207.0,284.6369918699187,301261.0,122.46382113821139,302067.0,122.79146341463415,369774.0,150.31463414634146,0.0,65535.0,65535.0,65535.0
820,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,10.0,305.36235,719275.0,244.98467302452315,360109.0,122.65292915531334,361252.0,123.04223433242507,378447.0,128.89884196185287,0.0,65535.0,65535.0,65535.0
821,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,11.0,298.80995625,755696.0,263.03376261747303,347263.0,120.87121475809259,345243.0,120.16811695092238,375427.0,130.67420814479638,0.0,65535.0,65535.0,65535.0
822,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,12.0,313.78685625,964895.0,319.8193569771296,374058.0,123.98342724560823,367108.0,121.6798143851508,356285.0,118.09247596950613,0.0,65535.0,65535.0,65535.0
823,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,13.0,246.59881875000002,820501.0,346.0569380008435,292717.0,123.45719105862506,288699.0,121.76254744833403,394520.0,166.39392661324337,0.0,65535.0,65535.0,65535.0
824,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,14.0,333.34003125,1029887.0,321.33759750390016,395045.0,123.25897035881435,391317.0,122.09578783151326,378188.0,117.999375975039,0.0,65535.0,65535.0,65535.0
825,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,15.0,251.2791,615354.0,254.69950331125827,293956.0,121.6705298013245,290079.0,120.06581125827815,284005.0,117.55173841059603,0.0,65535.0,65535.0,65535.0
826,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,16.0,303.0742125,817394.0,280.5058339052848,348812.0,119.70212765957447,347484.0,119.24639670555936,370897.0,127.28105696636925,0.0,65535.0,65535.0,65535.0
827,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,17.0,307.8585,946755.0,319.8496621621622,363946.0,122.95472972972973,360284.0,121.71756756756757,348672.0,117.7945945945946,0.0,65535.0,65535.0,65535.0
828,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,18.0,346.34081249999997,1035601.0,310.9912912912913,408664.0,122.72192192192192,407714.0,122.43663663663663,392311.0,117.81111111111112,0.0,65535.0,65535.0,65535.0
829,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,19.0,212.79678750000002,563116.0,275.227761485826,250421.0,122.39540566959921,247313.0,120.8763440860215,239730.0,117.17008797653959,0.0,65535.0,65535.0,65535.0
830,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,20.0,304.63430625,992870.0,338.9791737794469,360995.0,123.24854899283032,353305.0,120.62307954933425,344733.0,117.6964834414476,0.0,65535.0,65535.0,65535.0
831,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,21.0,178.99475625000002,508599.0,295.52527600232423,212575.0,123.5183033120279,210620.0,122.38233585124928,207969.0,120.84195235328298,0.0,65535.0,65535.0,65535.0
832,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,22.0,236.19819375000003,589594.0,259.6186701893439,276372.0,121.69616908850726,274502.0,120.87274328489652,265600.0,116.95288419198592,0.0,65535.0,65535.0,65535.0
833,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,23.0,369.32619375,1047973.0,295.12052942833003,428551.0,120.68459588848212,423299.0,119.20557589411433,412471.0,116.15629400168966,0.0,65535.0,65535.0,65535.0
834,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,24.0,189.18736875000002,546376.0,300.37163276525564,225171.0,123.78834524463991,224920.0,123.65035733919736,240150.0,132.02308960967565,0.0,65535.0,65535.0,65535.0
835,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,25.0,223.09340625000002,600365.0,279.8904428904429,265553.0,123.8009324009324,264286.0,123.2102564102564,281633.0,131.2974358974359,0.0,65535.0,65535.0,65535.0
836,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,26.0,310.770675,929659.0,311.13085676037485,364915.0,122.12684069611781,362656.0,121.37081659973227,350773.0,117.39390896921017,0.0,65535.0,65535.0,65535.0
837,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,27.0,262.09575,1028009.0,407.9400793650794,326660.0,129.62698412698413,326833.0,129.69563492063492,474278.0,188.20555555555555,0.0,65535.0,65535.0,65535.0
838,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,28.0,182.4269625,531996.0,303.30444697833525,217958.0,124.26339794754846,214655.0,122.38027366020525,225190.0,128.38654503990878,0.0,65535.0,65535.0,65535.0
839,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,29.0,278.84075625,938946.0,350.2223051100336,328185.0,122.41141365162252,322346.0,120.23349496456547,312527.0,116.5710555762775,0.0,65535.0,65535.0,65535.0
840,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,30.0,229.74980625,603949.0,273.40380262562246,271577.0,122.94114984155726,273784.0,123.9402444545043,272731.0,123.46355817111815,0.0,65535.0,65535.0,65535.0
841,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,31.0,717.5391187500001,1830627.0,265.346716915495,863048.0,125.09755036961879,873352.0,126.5911001594434,904994.0,131.17756196550224,0.0,65535.0,65535.0,65535.0
842,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,32.0,195.63575625000001,530067.0,281.8006379585327,229720.0,122.12652844231792,227380.0,120.88250930356193,220874.0,117.42371079213184,0.0,65535.0,65535.0,65535.0
843,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,33.0,257.519475,638369.0,257.82269789983843,303374.0,122.52584814216478,300480.0,121.35702746365105,302250.0,122.0718901453958,0.0,65535.0,65535.0,65535.0
844,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,34.0,319.923225,981111.0,318.9567620286086,378465.0,123.03803641092328,372389.0,121.06274382314695,369949.0,120.26950585175553,0.0,65535.0,65535.0,65535.0
845,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,35.0,230.061825,625600.0,282.82097649186255,270720.0,122.3869801084991,266691.0,120.56555153707052,288866.0,130.59041591320073,0.0,65535.0,65535.0,65535.0
846,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,36.0,251.38310625000003,878682.0,363.5424079437319,296161.0,122.5324782788581,297016.0,122.88622258998758,282232.0,116.76954902772032,0.0,65535.0,65535.0,65535.0
847,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,37.0,312.43477500000006,851414.0,283.4267643142477,358874.0,119.46537949400799,358450.0,119.3242343541944,394930.0,131.46804260985354,0.0,65535.0,65535.0,65535.0
848,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,38.0,251.2791,649319.0,268.7578642384106,292157.0,120.92591059602648,289131.0,119.67342715231788,299945.0,124.14942052980132,0.0,65535.0,65535.0,65535.0
849,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,39.0,210.7166625,583561.0,288.0360315893386,248078.0,122.4471865745311,245147.0,121.00049358341559,250792.0,123.78677196446199,0.0,65535.0,65535.0,65535.0
850,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,40.0,186.37920000000003,519965.0,290.15904017857144,219298.0,122.37611607142857,216046.0,120.56138392857143,208993.0,116.62555803571429,0.0,65535.0,65535.0,65535.0
851,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,41.0,279.88081875,768303.0,285.5083612040134,329444.0,122.42437755481234,330883.0,122.95912300260126,335964.0,124.84726867335563,0.0,65535.0,65535.0,65535.0
852,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,42.0,145.29673125000002,483952.0,346.4223335719399,177258.0,126.88475304223336,172432.0,123.4302075876879,171542.0,122.79312813171082,0.0,65535.0,65535.0,65535.0
853,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,43.0,231.82993125,614794.0,275.8160610139076,274041.0,122.94347240915208,271741.0,121.91161956034097,269849.0,121.06280843427545,0.0,65535.0,65535.0,65535.0
854,DAPI-FIXED,16:10:20.175000,00:00:00,D04 : Site 14,440.0,12345.3,44.0,170.154225,494667.0,302.36369193154036,200792.0,122.73349633251834,197541.0,120.74633251833741,190383.0,116.37102689486552,0.0,65535.0,65535.0,65535.0
855,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,1.0,172.65037500000003,507768.0,305.8843373493976,203868.0,122.81204819277109,200781.0,120.95240963855422,216831.0,130.6210843373494,0.0,65535.0,65535.0,65535.0
856,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,2.0,233.70204375,613984.0,273.2461059190031,271472.0,120.81530930129061,269850.0,120.09345794392523,291588.0,129.76769025367156,0.0,65535.0,65535.0,65535.0
857,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,3.0,204.268275,578052.0,294.3238289205703,239800.0,122.09775967413442,238370.0,121.36965376782078,247250.0,125.89103869653768,0.0,65535.0,65535.0,65535.0
858,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,4.0,288.51333750000003,940944.0,339.2011535688536,335625.0,120.98954578226387,332649.0,119.9167267483778,325184.0,117.22566690699351,0.0,65535.0,65535.0,65535.0
859,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,5.0,107.43845625,420273.0,406.84704743465636,138802.0,134.3678606001936,127005.0,122.94772507260407,122319.0,118.41142303969022,0.0,65535.0,65535.0,65535.0
860,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,6.0,293.50563750000003,881131.0,312.2363571934798,344987.0,122.24911410347272,347000.0,122.96243798724309,419984.0,148.82494684620838,0.0,65535.0,65535.0,65535.0
861,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,7.0,141.2404875,462427.0,340.52061855670104,181128.0,133.37849779086892,165306.0,121.72754050073638,161006.0,118.56111929307805,0.0,65535.0,65535.0,65535.0
862,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,8.0,343.84466249999997,994865.0,300.9271022383545,410332.0,124.11736237144585,399229.0,120.75892316999395,391078.0,118.29340592861465,0.0,65535.0,65535.0,65535.0
863,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,9.0,239.73440625000003,623421.0,270.4646420824295,278267.0,120.72321041214751,281838.0,122.27245119305857,295382.0,128.14837310195227,0.0,65535.0,65535.0,65535.0
864,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,10.0,169.42618124999998,509426.0,312.7231430325353,201567.0,123.7366482504604,197634.0,121.32228360957643,199587.0,122.52117863720073,0.0,65535.0,65535.0,65535.0
865,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,11.0,209.78060625000003,558487.0,276.8899355478433,246840.0,122.37977193852255,244737.0,121.33713435795737,238312.0,118.15171046108081,0.0,65535.0,65535.0,65535.0
866,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,12.0,145.29673125000002,481790.0,344.874731567645,179189.0,128.26700071581962,170540.0,122.07587687902648,165074.0,118.16320687186828,0.0,65535.0,65535.0,65535.0
867,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,13.0,125.63955,461003.0,381.625,160621.0,132.96440397350995,148462.0,122.89900662251655,142976.0,118.35761589403974,0.0,65535.0,65535.0,65535.0
868,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,14.0,326.3716125,854050.0,272.163798597833,379272.0,120.8642447418738,383260.0,122.1351179094965,527664.0,168.1529636711281,0.0,65535.0,65535.0,65535.0
869,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,15.0,241.29450000000003,678420.0,292.42241379310343,282172.0,121.62586206896552,281629.0,121.39181034482759,334709.0,144.27112068965516,0.0,65535.0,65535.0,65535.0
870,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,16.0,186.48320625000002,517446.0,288.59230340211934,216459.0,120.72448410485221,212500.0,118.51645287228109,208184.0,116.10931399888455,0.0,65535.0,65535.0,65535.0
871,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,17.0,159.5455875,477445.0,311.24185136897,186319.0,121.45958279009126,181459.0,118.29139504563233,177558.0,115.74837027379401,0.0,65535.0,65535.0,65535.0
872,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,18.0,164.32987500000002,494986.0,313.28227848101267,193375.0,122.38924050632912,191462.0,121.17848101265822,190751.0,120.72848101265822,0.0,65535.0,65535.0,65535.0
873,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,19.0,219.6612,567203.0,268.5620265151515,255020.0,120.74810606060606,254260.0,120.38825757575758,246395.0,116.66429924242425,0.0,65535.0,65535.0,65535.0
874,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,20.0,229.12576875,759304.0,344.6681797548797,275960.0,125.26554698138901,279474.0,126.86064457557876,308886.0,140.21152973218338,0.0,65535.0,65535.0,65535.0
875,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,21.0,242.33456250000003,870856.0,373.7579399141631,292508.0,125.53991416309013,307937.0,132.1618025751073,331477.0,142.2648068669528,0.0,65535.0,65535.0,65535.0
876,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,22.0,157.4654625,563875.0,372.4405548216645,186588.0,123.24174372523117,188346.0,124.40290620871863,206863.0,136.6334214002642,0.0,65535.0,65535.0,65535.0
877,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,23.0,268.85615625,869307.0,336.2889748549323,316449.0,122.4174081237911,316416.0,122.40464216634429,378278.0,146.3357833655706,0.0,65535.0,65535.0,65535.0
878,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,24.0,267.9201,771422.0,299.4650621118012,315634.0,122.52872670807453,322466.0,125.18090062111801,349283.0,135.59122670807454,0.0,65535.0,65535.0,65535.0
879,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,25.0,288.61734375000003,921355.0,332.0198198198198,338247.0,121.8908108108108,330433.0,119.07495495495496,320966.0,115.66342342342342,0.0,65535.0,65535.0,65535.0
880,DAPI-FIXED,16:10:28.197000,00:00:00,D04 : Site 15,440.0,12343.96,26.0,200.00401875,521705.0,271.2974518980759,236278.0,122.86947477899116,232139.0,120.71710868434738,224053.0,116.51222048881955,0.0,65535.0,65535.0,65535.0
881,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,1.0,198.54793125,531691.0,278.51807228915663,228758.0,119.83132530120481,224781.0,117.74803562074385,223108.0,116.87166055526454,0.0,65535.0,65535.0,65535.0
882,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,2.0,296.20980000000003,867525.0,304.6084971910112,347692.0,122.08286516853933,346706.0,121.73665730337079,381136.0,133.82584269662922,0.0,65535.0,65535.0,65535.0
883,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,3.0,322.52338125,980388.0,316.15220896485005,376288.0,121.34408255401483,369076.0,119.01838116736536,363322.0,117.16285069332473,0.0,65535.0,65535.0,65535.0
884,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,4.0,257.62348125,627421.0,253.29874848607187,303109.0,122.36939846588615,297434.0,120.07832054905127,292799.0,118.20710536939846,0.0,65535.0,65535.0,65535.0
885,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,5.0,161.52170625000002,475031.0,305.87958789439796,189688.0,122.14294913071474,187142.0,120.5035415325177,182353.0,117.41983258209916,0.0,65535.0,65535.0,65535.0
886,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,6.0,214.8769125,563896.0,272.9409486931268,253529.0,122.71490803484996,247575.0,119.83301064859633,244181.0,118.19022265246853,0.0,65535.0,65535.0,65535.0
887,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,7.0,193.34761875,520922.0,280.21624529316836,224620.0,120.82840236686391,220878.0,118.81549220010758,217047.0,116.7547068316299,0.0,65535.0,65535.0,65535.0
888,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,8.0,358.19752500000004,1050200.0,304.93612078977935,430634.0,125.03890824622532,430398.0,124.97038327526133,407669.0,118.37078977932636,0.0,65535.0,65535.0,65535.0
889,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,9.0,312.85080000000005,773371.0,257.10472074468083,371513.0,123.50831117021276,367730.0,122.25066489361703,397762.0,132.2347074468085,0.0,65535.0,65535.0,65535.0
890,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,10.0,212.69278125000002,557302.0,272.519315403423,249303.0,121.90855745721271,247127.0,120.84449877750612,240563.0,117.63471882640587,0.0,65535.0,65535.0,65535.0
891,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,11.0,256.58341875,879866.0,356.6542359140657,308240.0,124.94527766518038,303703.0,123.10620186461288,291786.0,118.27563842723956,0.0,65535.0,65535.0,65535.0
892,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,12.0,177.12264375,511471.0,300.3352906635349,210122.0,123.38344098649442,207270.0,121.70874926600118,200893.0,117.96418085731062,0.0,65535.0,65535.0,65535.0
893,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,13.0,246.28680000000003,681907.0,287.9674831081081,285936.0,120.75,289329.0,122.18285472972973,359448.0,151.7939189189189,0.0,65535.0,65535.0,65535.0
894,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,14.0,305.5703625,934449.0,318.0561606535058,363027.0,123.56262763784888,362387.0,123.34479237576582,376539.0,128.16167460857727,0.0,65535.0,65535.0,65535.0
895,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,15.0,321.3793125,968510.0,313.4336569579288,382581.0,123.8126213592233,376692.0,121.90679611650485,364437.0,117.94077669902913,0.0,65535.0,65535.0,65535.0
896,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,16.0,296.8338375,685853.0,240.31289418360197,351991.0,123.33251576734408,353861.0,123.98773651016118,335977.0,117.72144358794674,0.0,65535.0,65535.0,65535.0
897,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,17.0,273.64044375000003,872659.0,331.6833903458761,328740.0,124.94868871151654,331271.0,125.91068034967692,343418.0,130.5275560623337,0.0,65535.0,65535.0,65535.0
898,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,18.0,257.3114625,722379.0,291.98827809215845,304777.0,123.19199676637025,300456.0,121.44543249797898,359890.0,145.4688763136621,0.0,65535.0,65535.0,65535.0
899,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,19.0,240.77446875,712931.0,307.96155507559394,285269.0,123.22634989200864,288888.0,124.78963282937364,378290.0,163.40820734341253,0.0,65535.0,65535.0,65535.0
900,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,20.0,198.6519375,546333.0,286.03821989528797,236187.0,123.65811518324607,232426.0,121.6890052356021,234583.0,122.81832460732984,0.0,65535.0,65535.0,65535.0
901,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,21.0,277.80069375,850151.0,318.2894047173343,326772.0,122.34069636840135,326687.0,122.30887308124298,376462.0,140.94421564956946,0.0,65535.0,65535.0,65535.0
902,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,22.0,259.183575,870933.0,349.4915730337079,310968.0,124.78651685393258,309591.0,124.23394863563404,293536.0,117.79133226324238,0.0,65535.0,65535.0,65535.0
903,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,23.0,154.65729375,466685.0,313.8433086751849,186067.0,125.12911903160726,180954.0,121.6906523201076,174703.0,117.48688634835239,0.0,65535.0,65535.0,65535.0
904,DAPI-FIXED,16:10:36.271000,00:00:00,D04 : Site 16,440.0,12347.88,24.0,219.55719375,574430.0,272.1127427759356,260002.0,123.16532449076267,255770.0,121.1605873993368,254433.0,120.52723827569872,0.0,65535.0,65535.0,65535.0
